channel_id,bright,skin,white,ed,var,dom,sym,sat_std,lines,entropy,sat_mean,is_bot,rank_score
UC7C9QLCZCkEIsHQg1dG_ChA,0.3928129198124838,0.5830498866213153,0.01824516946468166,0.5621961441743504,0.3218633827391637,0.036734882005899694,0.4142135216822791,0.6093754594777689,0.5770513675783856,0.08855860525523007,0.5585675925154068,True,2.1431553123861273
UC4gJnk4Pn89lqPkflCkl9rw,0.42389532190603596,0.6041509196271102,0.0945993031358885,0.43826487845766976,0.29924629660324714,0.1931922935103244,0.4167003386851298,0.544974308843194,0.37816877918612407,0.2094102598177522,0.6503532881883771,True,1.6581617941356603
UCAxMaEqDa7S-tN52gCvuogA,0.26811082769648165,0.8622448979591838,0.020874247703515997,0.17087175188600168,0.09476954658582418,0.2911366150442478,0.25613491672204236,0.8033890528466053,0.03427284856571047,0.39244197343529863,0.7483449303950502,True,1.6499467517190414
UC7SYFdzjv7tWHiPMh4eyT-A,0.26811082769648165,0.8622448979591838,0.020874247703515997,0.17087175188600168,0.09476954658582418,0.3328493731563421,0.25613491672204236,0.8033890528466053,0.03427284856571047,0.39244197343529863,0.7483449303950502,True,1.6447542899361578
UCBvd_Q8iA7CS_PODSIaKNRQ,0.6099746533363614,1.0,0.030852074754513778,0.028499580888516347,0.09344609904898955,0.9524336283185841,0.050876722899830806,0.8572700491674076,0.0,0.959174263413787,0.6068320243183738,False,1.463236383133422
UC-D0Q5IaPrFLsFiILReD2gQ,0.6031507950011599,0.9868354749307131,0.03984795692112765,0.03822296730930428,0.11683448418969478,0.9336283185840708,0.026391717219352184,0.8335769329615078,0.0,0.9373697416858902,0.6115412926471362,False,1.424269350604022
UC-XczjPLb0GkQKgm_BfxamA,0.601843176859735,0.9860166288737718,0.04339562876148242,0.04291701592623638,0.12184535744355435,0.9322455752212389,0.047866069323272864,0.8302380043722971,0.0,0.9309460981274887,0.6121730579981646,False,1.4118174850342957
UCHBdIt8Mr8wKHbM5E07_egw,0.45198769154524576,0.4897171831695642,0.002929996832435857,0.3605196982397318,0.23550824701910622,0.23757835545722716,0.34474394975456035,0.5929115088579686,0.25717144763175454,0.18897893682954892,0.6097022314910296,,1.3769751944278452
UCI9vhmu94hhfEk3Vm4YGBNg,0.4429428661908903,0.7182697152935249,1.5837820715869496e-05,0.19119865884325232,0.3561075203095069,0.03876290560471973,0.4984986924181689,0.6876999103586259,0.05170113408939293,0.35168892392681494,0.5216018896389993,True,1.2788223783907404
UC-LteiV1aVfjBVIgGku__7w,0.4092586764187912,0.7947845804988662,0.0012036743744060817,0.22782900251466892,0.23721302756216223,0.1836283185840708,0.2832490193136268,0.7046462456921474,0.0,0.3142001549175194,0.5106361152408349,False,1.2686060256612268
UC-qX3eS3FEJAeMS5O8YvyyA,0.3804090469065411,0.8410808767951626,0.03332277478618942,0.3535624476110646,0.17836658840466696,0.09347345132743357,0.38145055840174913,0.7014660834080886,0.0026684456304202804,0.3263314779586678,0.6677561122725599,False,1.1882556091414398
UC9V1xhmtXhJrjbt_HRWFG9g,0.041502514584737416,0.976883345930965,0.0017738359201773836,0.19882648784576698,0.25913927810604076,0.8522077802359882,0.16161765021114238,0.7895994129590307,0.04719813208805871,0.7481062048013842,0.5832148932220442,True,1.1381065717149839
UC08WS9kt2Siq9Hx_1NDB0XA,0.2694323812695141,0.6979087931468885,0.008679125752296485,0.2502933780385583,0.15366170136187807,0.22013274336283184,0.27703907740455724,0.6873537826108718,0.0016677785190126753,0.32114041743017985,0.697950773502922,False,1.1057042988081802
UC0WjPug2fDEHrVOxutZz9xg,0.482350684588727,0.5692239858906526,0.009629394995248654,0.08650461022632021,0.3191270577129665,0.061485988200589925,0.6017909583931749,0.7525719881773875,0.0,0.35844620798868243,0.6198019945782602,False,1.1008684792928258
UC-0dWXQ8Bxgq-TNlh0e5xUg,0.6029482748422497,0.5828294280675234,0.0,0.19044425817267394,0.04252143101108978,0.38394174041297935,0.17572720841996947,0.6371338402386749,0.0006671114076050701,0.43207290335868176,0.700110980774439,False,1.0709238154303888
UC7F3JXH3N-MObFznyrFZpWQ,0.5495926715938457,0.5896793902746285,0.03894520114032309,0.21584241408214586,0.34552241218991075,0.18109328908554567,0.3116487320743393,0.5177847798177662,0.03935957304869914,0.3722825767559128,0.6941620426711497,True,1.0282760954611154
UC4WTL3oiHBrOdwLX_nk7C6w,0.5470561187741786,0.5928760393046107,0.03930947101678809,0.21005867560771166,0.3437618311236012,0.18501106194690264,0.34927547105099577,0.5192156402483732,0.03302201467645097,0.3706103570250542,0.6926137064734879,True,1.0230276680747938
UC0HBiJTbVXQp1YdGcJSN5-Q,0.5582302659075081,0.6218190980095742,0.0016471333544504276,0.29874266554903606,0.19536895290278872,0.11025073746312686,0.596362350217573,0.6940030446518426,0.0036691127418278856,0.3109296268902082,0.7302686301057045,False,1.0219436974759184
UCAchB2WXfyZqv1HybJvVhpg,0.5538044580236807,0.5840891912320484,0.03834336395312005,0.20389773679798828,0.3492159594833264,0.1705844395280236,0.2974528949004309,0.5157634184386509,0.031187458305537024,0.3754676513053363,0.6951776272132231,True,1.0170041774132805
UC7nVmN-C8i_w2HUymdd6Y0g,0.5502539047809606,0.5887345679012346,0.03908774152676592,0.20347862531433364,0.3468034697722836,0.18125460914454272,0.3012596193007653,0.5176558258097179,0.024766511007338225,0.37264514516766933,0.6931927153747734,True,1.0062399603243404
UC3e87kzOzSYF-R9osMBYbQw,0.3979028818472564,0.5412887377173092,0.008362369337979094,0.25058675607711656,0.23208811051737052,0.16558351769911506,0.3858682021821609,0.5513158729238583,0.04803202134756505,0.2885031187342719,0.6583489873629842,True,0.962630994661688
