channel_id,dom,has_bot_probability,bot_probability,sym,entropy,bright,lines,skin,var,ed,sat_mean,white,sat_std,is_bot
UCs67i9brCvcjCGDEHchk2yw,0.5214385986328125,,0.9851795,0.8278326296338848,6.890544891357422,0.5788464116115196,10.5438232421875,0.56683349609375,3354.7255859375,0.09161376953125,0.3466688096523285,0.0532684326171875,0.21010731160640717,
UC4WTL3oiHBrOdwLX_nk7C6w,0.46026611328125,,0.9804647,0.8439984489889706,5.668438911437988,0.44538885378370097,6.04248046875,0.574493408203125,4277.490234375,0.07647705078125,0.3002299666404724,0.037872314453125,0.22072634100914001,True
UCnLo8Fk3xwHOrIDWPLiS9Fg,0.45355224609375,,0.9802366,0.8403985715379902,4.939610481262207,0.678953342811734,3.60107421875,0.4698638916015625,3814.718994140625,0.0554351806640625,0.5197757482528687,9.1552734375e-05,0.13879218697547913,True
UCAchB2WXfyZqv1HybJvVhpg,0.450714111328125,,0.9794556,0.867144655713848,5.624692916870117,0.4387530756931679,5.706787109375,0.56597900390625,4345.35693359375,0.0742340087890625,0.29772573709487915,0.0369415283203125,0.22231124341487885,True
UCEIqhSOEL-70JDiY9CTpHfA,0.4425506591796875,,0.9759602,0.8590900495940563,7.150388717651367,0.6689665551279106,6.65283203125,0.3259124755859375,3594.2568359375,0.0687408447265625,0.5275479555130005,0.0052490234375,0.20571696758270264,True
UC3e87kzOzSYF-R9osMBYbQw,0.4474029541015625,,0.97235787,0.8276545505897672,6.407917022705078,0.5920542399088542,8.7890625,0.524505615234375,2887.9140625,0.0912322998046875,0.33369696140289307,0.008056640625,0.20598924160003662,True
UCMDXbxxRnu74d-02lTen2BQ,0.4769744873046875,,0.9705518,0.8616068522135416,5.6549072265625,0.4556134990617341,3.936767578125,0.5885009765625,4279.9169921875,0.0670928955078125,0.3078697919845581,0.039581298828125,0.21995224058628082,True
UCQVYEtLCkyHd2oBJIu8Iftw,0.396087646484375,,0.9702181,0.810855282054228,5.645874977111816,0.3529981426164216,1.678466796875,0.482513427734375,3284.173828125,0.0435333251953125,0.3258923292160034,0.0356597900390625,0.15414957702159882,True
UC7nVmN-C8i_w2HUymdd6Y0g,0.4577789306640625,,0.96835315,0.8654444077435661,5.650113105773926,0.4422444063074448,4.5318603515625,0.5704803466796875,4315.337890625,0.0740814208984375,0.2996644377708435,0.03765869140625,0.22144244611263275,True
UCAxMaEqDa7S-tN52gCvuogA,0.5305328369140625,,0.9678279,0.8855990540747549,5.471817970275879,0.7196813845166973,6.2713623046875,0.83551025390625,1179.2344970703125,0.0622100830078125,0.24579623341560364,0.020111083984375,0.09026336669921875,True
UC7SYFdzjv7tWHiPMh4eyT-A,0.5581512451171875,,0.9678279,0.8855990540747549,5.471817970275879,0.7196813845166973,6.2713623046875,0.83551025390625,1179.2344970703125,0.0622100830078125,0.24579623341560364,0.020111083984375,0.09026336669921875,True
UC7F3JXH3N-MObFznyrFZpWQ,0.457672119140625,,0.9667172,0.8608041800704657,5.653378486633301,0.4428946102366728,7.2021484375,0.5713958740234375,4299.3974609375,0.078582763671875,0.2987176775932312,0.0375213623046875,0.2213832437992096,True
