channel_id,sat_mean,white,skin,ed,sat_std,sym,lines,var,dom,bright,entropy,label
UC-1LAckfR_wJzK-wIacW_Jg,0.2266051173210144,0.00079345703125,0.5164794921875,0.07769775390625,0.14134961366653442,0.887701535692402,0.06103515625,973.8272094726562,0.39495849609375,0.4230179132199755,5.70477294921875,0
UC-1hROVd9qkTRc3o-_ltG4A,0.37029117345809937,0.06854248046875,0.34503173828125,0.1998291015625,0.22520393133163452,0.7987682866115196,13.97705078125,3305.151123046875,0.4952392578125,0.4824874578737745,7.226521968841553,0
UC-1jEfnbdo7vVc-msLmLHhQ,0.5078780651092529,6.103515625e-05,0.00628662109375,0.16180419921875,0.3108346164226532,0.872225892310049,0.8544921875,4046.0419921875,0.3455810546875,0.4237773820465686,6.497409820556641,0
UC-24EPYlP4LQEsjZMKy2ZGQ,0.4616680443286896,0.03228759765625,0.059326171875,0.159912109375,0.20501761138439178,0.7210482728247549,4.150390625,3215.889404296875,0.560791015625,0.37887776692708336,6.909399032592773,0
UC-24FfbcQBk4QtJwW4mg7CQ,0.6871716380119324,0.0518798828125,0.0,0.0186767578125,0.1645107865333557,0.9804524739583333,0.0,5452.25830078125,0.93743896484375,0.9295630361519608,0.6864027380943298,0
UC-2J2xzg_9X02XA8DIck9-w,0.2521515488624573,0.5838623046875,0.032958984375,0.1402587890625,0.36016717553138733,0.8767286113664216,0.0,8627.1591796875,0.59942626953125,0.8293188955269608,4.230612277984619,0
UC-2V_ggr2dh2DUO98DZrTBQ,0.316755473613739,0.3150634765625,0.0191650390625,0.11639404296875,0.35510051250457764,0.7151094324448529,0.1220703125,10362.0693359375,0.41448974609375,0.5569826612285539,6.158978462219238,0
UC-2rS9pdKYSZ5XAUVp6305g,0.3281879723072052,0.06365966796875,0.00726318359375,0.18902587890625,0.31719350814819336,0.8726495481004902,4.7607421875,4172.49169921875,0.43365478515625,0.31324774050245097,5.2341508865356445,0
UC-35SB-bZqGj4_jhmomOIBQ,0.742243766784668,0.1505126953125,0.0667724609375,0.07391357421875,0.3558882176876068,0.9029823452818627,0.06103515625,7608.34228515625,0.67303466796875,0.43848039215686274,4.915947437286377,0
UC-3JIsx5hvMycqC0CoJpcog,0.40744391083717346,0.00311279296875,0.23272705078125,0.0919189453125,0.13701368868350983,0.8980832567401961,0.1220703125,2514.548583984375,0.476318359375,0.7801429898131127,5.018179893493652,0
UC-3Yfr9sJNfRaKrkyTDUURA,0.3613070845603943,0.04364013671875,0.02081298828125,0.20819091796875,0.2257874310016632,0.8461368336397059,15.2587890625,2999.590087890625,0.6322021484375,0.3149423636642157,6.302145957946777,0
UC-3qmjw29lHTIdNKud4bJXA,0.17282620072364807,0.24188232421875,0.31817626953125,0.2352294921875,0.1703571379184723,0.8510153377757352,25.20751953125,3237.727783203125,0.55108642578125,0.6167549881280637,5.567748546600342,0
UC-42Qn6gYUhxM__gFkR-d9w,0.4349183440208435,0.0089111328125,0.2576904296875,0.1138916015625,0.27620476484298706,0.8774715647977941,2.3193359375,3808.7333984375,0.5762939453125,0.4030460133272059,6.699914932250977,0
UC-46_r-Pw364aLZ2SrehhAQ,0.35252925753593445,0.2947998046875,0.284423828125,0.2147216796875,0.26771023869514465,0.6120409198835784,5.18798828125,7977.05078125,0.39306640625,0.6731167662377451,7.275286674499512,0
UC-4PLJXUMEryyhzYNBhcrsw,0.1737479567527771,0.11846923828125,0.03399658203125,0.190673828125,0.24466153979301453,0.6857268688725491,11.90185546875,4435.40966796875,0.40435791015625,0.5278377757352941,6.508476257324219,0
UC-4cZTK-scRNzilBd7BJ8Gw,0.1382647454738617,0.5859375,0.31201171875,0.09112548828125,0.1774989813566208,0.8687657973345588,0.06103515625,3087.134765625,0.57318115234375,0.8905644435508578,3.6945018768310547,0
UC-4xUSqgpTbBg_ME3UW0nFQ,0.4551470875740051,0.00189208984375,0.26104736328125,0.2542724609375,0.2953872084617615,0.8471914253982843,72.265625,2767.400390625,0.44476318359375,0.5409813974417892,7.064567565917969,0
UC-4ycI41hnPt8f7yXsYGTPw,0.2246517390012741,0.14971923828125,0.11376953125,0.2030029296875,0.2094574272632599,0.8495725145526961,26.611328125,3432.136962890625,0.41900634765625,0.5978068033854167,7.629735946655273,0
UC-4z9CR6F4_62-ntCRHHO9Q,0.019068818539381027,0.30999755859375,0.0,0.1380615234375,0.11148189753293991,0.7444800283394608,1.03759765625,12443.1796875,0.6019287109375,0.3643667183670343,2.1249709129333496,0
UC-5CQgrzjOD9287BjZY8Z8g,0.2314300239086151,0.064697265625,0.45306396484375,0.06866455078125,0.14889372885227203,0.8630155675551471,0.0,1900.115234375,0.52935791015625,0.4966938093596814,5.897098541259766,0
UC-5O3KAHvpg3C4TsHupNobg,0.5570707321166992,0.0687255859375,0.03863525390625,0.072509765625,0.3819220960140228,0.8775586894914216,0.0,9181.2607421875,0.43841552734375,0.6352359547334558,4.72280740737915,0
UC-5PnLR-ze-MrehUr3RaBrA,0.3588477373123169,0.02276611328125,0.31787109375,0.2705078125,0.28774940967559814,0.7423110064338235,45.71533203125,4308.05810546875,0.39947509765625,0.4140979243259804,7.131646633148193,0
UC-5SjVCdH1YWicSFKNoIQRg,0.4559613764286041,0.00286865234375,0.005126953125,0.03924560546875,0.208163321018219,0.9384411381740196,0.0,1200.6182861328125,0.43255615234375,0.2895632276348039,4.734731674194336,0
UC-5THzRBiC_fr6Qvd5hOMng,0.6982666254043579,0.040771484375,0.0,0.0155029296875,0.1424056738615036,0.9784241919424019,0.0,3435.154296875,0.955078125,0.6695599724264706,0.6309599876403809,0
UC-5i7nYS71UbUROUqR-6j2Q,0.3535007834434509,0.04583740234375,0.5560302734375,0.2803955078125,0.16552135348320007,0.8177973728553922,61.70654296875,3672.041015625,0.3751220703125,0.6285962871476716,7.271452903747559,0
UC-5sF8xgt4q0FcQ310Ijuiw,0.618694007396698,0.02020263671875,0.0906982421875,0.26068115234375,0.34661734104156494,0.7614511527267157,37.41455078125,4615.275390625,0.39154052734375,0.47379868451286766,7.527290344238281,0
UC-6adRGvCYuD5hrCH5Kj5gg,0.6969982385635376,0.0,0.06768798828125,0.05303955078125,0.17142410576343536,0.9189773858762255,0.244140625,1671.09814453125,0.63861083984375,0.30670094209558824,4.841426372528076,0
UC-6fGow1ziWmclQsmAe9dOA,0.3732749819755554,0.31304931640625,0.00042724609375,0.1190185546875,0.4276866018772125,0.9819177964154412,0.48828125,9125.244140625,0.50152587890625,0.5389461741727941,5.013874053955078,0
UC-6xzlwHC1oYMM3Jj8DN_dQ,0.6518523693084717,0.02789306640625,0.18231201171875,0.20050048828125,0.238864928483963,0.6979559206495098,11.90185546875,5833.39990234375,0.5811767578125,0.39375382965686273,5.734712600708008,0
UC-794sIf7-XW9WNaKDCvQqg,0.0,0.19281005859375,0.0,0.057373046875,0.0,0.9147551891850491,0.18310546875,9897.5302734375,0.7861328125,0.20272695503982843,1.0613253116607666,0
UC-7Q4oo_5_GBTJY3YvdE5BQ,0.3205410838127136,0.10333251953125,0.6993408203125,0.1959228515625,0.20229887962341309,0.8253006280637255,6.77490234375,4111.1552734375,0.44732666015625,0.692355526194853,6.326951503753662,0
UC-7_cPJH8YkOlB5G6LQ4ibg,0.330588698387146,0.00494384765625,0.10394287109375,0.05938720703125,0.17932476103305817,0.8750497855392156,0.1220703125,1823.8587646484375,0.41693115234375,0.5945290958180147,6.851883888244629,0
UC-7bwRFgbNV6xTA2bLm6hDQ,0.0,0.1446533203125,0.0,0.0343017578125,0.0,0.8093122893688726,0.30517578125,8012.8046875,0.84661865234375,0.1495406805300245,0.7646458148956299,0
UC-8-TByLKxluIYSZ583X_9A,0.0,0.3070068359375,0.0,0.26885986328125,0.0,0.6680941712622549,51.26953125,7404.59521484375,0.39959716796875,0.5025945925245098,3.700728178024292,0
UC-887BC5VJMqLzisnelQsKw,0.008656221441924572,0.3416748046875,0.0,0.36407470703125,0.083899587392807,0.8392013250612745,182.9833984375,12011.0849609375,0.49066162109375,0.4285299862132353,2.7287211418151855,0
UC-8FlzBPnr1v8Xu1OiOZM9w,0.0365200899541378,0.71527099609375,0.00506591796875,0.1072998046875,0.14056676626205444,0.7756969975490196,0.18310546875,5009.26806640625,0.72369384765625,0.8344413009344362,3.032381534576416,0
UC-8P4N4-TG2gdG50vzs5zXQ,0.11598929017782211,0.00128173828125,0.006591796875,0.2354736328125,0.2631807029247284,0.8426188151041667,9.1552734375,2794.48828125,0.62860107421875,0.2085217045802696,3.647578716278076,0
UC-8RFszc4KJb45W3RSmqDZQ,0.6081588864326477,0.0189208984375,0.22308349609375,0.0916748046875,0.21936851739883423,0.7391127642463236,0.0,3823.446044921875,0.4197998046875,0.49292399088541666,6.663054466247559,0
UC-8UBIO0FsvzK7oAagaEpbg,0.2583266496658325,0.06341552734375,0.57421875,0.13922119140625,0.146152064204216,0.7804950788909314,0.8544921875,2418.798095703125,0.48944091796875,0.5903303557751225,6.824912071228027,0
UC-8VQVAECXajxXtG5BA4ZtA,0.22907668352127075,0.43890380859375,0.02178955078125,0.22332763671875,0.3334892988204956,0.6537406173406863,19.22607421875,6619.607421875,0.482666015625,0.672640931372549,5.839491367340088,0
UC-8Y829g45QA0HTryFL3KUA,0.40048685669898987,0.01336669921875,0.231201171875,0.17535400390625,0.23986536264419556,0.7604042202818627,7.568359375,2793.390625,0.40655517578125,0.3827581667432598,6.728073596954346,0
UC-8fI1a6F747LDJPOE8Bc-A,0.027483293786644936,0.8170166015625,0.002197265625,0.0946044921875,0.15377162396907806,0.8161108877144607,0.0,7849.22607421875,0.8211669921875,0.8476124482996323,1.2569128274917603,0
UC-98DA5BBZcYBCjWSnR8Z3w,0.18245229125022888,0.04083251953125,0.3583984375,0.12823486328125,0.14525391161441803,0.8327967026654411,1.40380859375,3043.4912109375,0.45294189453125,0.60521240234375,5.818997859954834,0
UC-9Ik53Fi34SNtcviLFfcsA,0.25131070613861084,0.25311279296875,0.126953125,0.20147705078125,0.26382046937942505,0.6922492532169118,7.62939453125,6337.8359375,0.357421875,0.598580872778799,6.886541843414307,0
UC-9L_3lAH8jSij8WKMiTWMQ,0.22400909662246704,0.0,0.142333984375,0.187255859375,0.19252349436283112,0.8778894761029412,14.34326171875,1357.0814208984375,0.41156005859375,0.3730037913602941,5.592193603515625,0
UC-9MaC8YsQ8vfdrudTbzn4w,0.8398590087890625,0.04290771484375,0.0,0.0155029296875,0.18256989121437073,0.9815558938419118,0.06103515625,5671.58837890625,0.94793701171875,0.7721746706495098,0.5072504281997681,0
UC-9QQGS2rnrv1BljKZiR2WA,0.9450988173484802,0.04229736328125,0.0,0.01776123046875,0.20212970674037933,0.9850992838541667,0.0,7775.11279296875,0.94818115234375,0.8278949812346814,0.6445449590682983,0
UC-9gyv1m7HJLevYy4vX0ApA,0.19326674938201904,0.08856201171875,0.34161376953125,0.2965087890625,0.1486453264951706,0.7870686848958334,82.70263671875,2638.953857421875,0.502685546875,0.5435817344515932,7.255785942077637,0
UC-9lewQSoWfKW839yqqaUQA,0.8482902646064758,0.03265380859375,0.0,0.01251220703125,0.1634332239627838,0.9751962699142157,0.0,5528.125,0.9569091796875,0.7699663947610295,0.4313456118106842,0
UC-9m6N4uepL6iRjMen-cNTw,0.3775230348110199,0.12939453125,0.69537353515625,0.16644287109375,0.20237703621387482,0.7166336358762255,2.86865234375,4741.615234375,0.3878173828125,0.6175764495251226,6.922641754150391,0
UC-9vFhnqTkc7-mh9Np2tZVA,0.0,0.20770263671875,0.0,0.10302734375,0.0,0.8005998200061275,0.18310546875,9042.3740234375,0.517578125,0.32245734719669117,2.4973978996276855,0
UC-A2vGnOezuw5Dj4RZ-jSkA,0.2691217362880707,0.31427001953125,0.0518798828125,0.14703369140625,0.19470643997192383,0.7892783969056373,0.48828125,3330.379150390625,0.47796630859375,0.7757089652267157,5.513267517089844,0
UC-BA1Nzn3n7upvqLjeinwZQ,0.21116609871387482,0.03173828125,0.13507080078125,0.2838134765625,0.246416836977005,0.8044921875,68.4814453125,4143.23974609375,0.3492431640625,0.36631362017463237,6.354339599609375,0
UC-BK9ADWD8RlyE9yUfg6iLQ,0.24199099838733673,0.06475830078125,0.565185546875,0.14984130859375,0.1696358621120453,0.8467596315870098,3.90625,3227.6220703125,0.38592529296875,0.5379940257352941,6.314138412475586,0
UC-BNrYLFt6AB3DK4-DrC68Q,0.23251330852508545,0.11907958984375,0.0,0.1973876953125,0.14410005509853363,0.8593745212928922,12.20703125,1407.2998046875,0.4461669921875,0.6862534466911765,5.653064250946045,0
UC-BnuiycV6WnnT9u6ug8G0g,0.2784069776535034,0.147216796875,0.049560546875,0.23785400390625,0.23297730088233948,0.7386541628370098,21.728515625,5834.82177734375,0.4110107421875,0.552838015088848,7.178934574127197,0
UC-BvuDYO415TqPj8s-KjGrQ,0.3051750957965851,0.217041015625,0.35498046875,0.17889404296875,0.2507006824016571,0.8341480928308823,14.892578125,4398.2021484375,0.6170654296875,0.6814048617493873,6.679286479949951,0
UC-BzVHS6wpiVZZWFdXY9Sbw,0.18520435690879822,0.46746826171875,0.4844970703125,0.10650634765625,0.17142631113529205,0.7735820695465686,0.06103515625,3477.506591796875,0.3824462890625,0.7997187595741422,5.135637283325195,0
UC-C1XRgWc3okcFxoPpatIsw,0.2565106749534607,0.3935546875,0.01251220703125,0.216552734375,0.35390743613243103,0.8387824563419117,6.103515625,8110.65234375,0.473876953125,0.5847397748161764,5.826949596405029,0
UC-CKPQ92B3T3jxzpobos5jg,0.21315079927444458,0.04595947265625,0.0291748046875,0.2088623046875,0.3737437427043915,0.8155967562806372,7.6904296875,4711.203125,0.41015625,0.3178213082107843,4.3820929527282715,0
UC-CTfphRHyn_zBymXwGcyqw,0.8374097347259521,0.04730224609375,0.0,0.017822265625,0.18786776065826416,0.9809196920955883,0.0,5718.798828125,0.94677734375,0.772869753370098,0.543953537940979,0
UC-CTiQ4QsFEksGl15BthqyA,0.22722288966178894,0.134765625,0.01971435546875,0.16607666015625,0.14698253571987152,0.8470152611825981,4.82177734375,4232.90771484375,0.41033935546875,0.6501251819087009,7.084141731262207,0
UC-CV5eVnUWOOk4KeIPQDbGw,0.926430344581604,0.0665283203125,0.0,0.021484375,0.2505719065666199,0.9926106770833333,0.0,6581.6953125,0.9227294921875,0.6761804917279411,0.6593035459518433,0
UC-Cd2jCLW05nfvS7h_a7VmQ,0.2548653483390808,0.323974609375,0.0772705078125,0.230712890625,0.27123305201530457,0.7922976026348039,10.68115234375,5145.27099609375,0.46392822265625,0.6535134708180147,5.961057186126709,0
UC-Cde_P7dRP1_juLqAQmZTQ,0.3243023157119751,0.0838623046875,0.53173828125,0.33258056640625,0.18628056347370148,0.8562614889705882,146.3623046875,2953.1376953125,0.434326171875,0.39810791015625,6.112600326538086,0
UC-CdsUpRaoNM87qnJwztLZw,0.003923723008483648,0.226806640625,0.0,0.072998046875,0.04814017564058304,0.7496830958946079,0.42724609375,10192.1328125,0.7474365234375,0.23641381357230393,1.5430963039398193,0
UC-CjSdKw_L9YojZLtwiXv8Q,0.4961773753166199,0.04620361328125,0.0,0.0179443359375,0.1071302592754364,0.957894837622549,0.0,2494.665283203125,0.94793701171875,0.7647082758884803,0.7341938614845276,0
UC-D0Q5IaPrFLsFiILReD2gQ,0.3794149160385132,0.03839111328125,0.95623779296875,0.013916015625,0.07640422135591507,0.9882123161764705,0.0,1453.79248046875,0.9559326171875,0.3902298272824755,0.5640636086463928,0
UC-D3dvF_ldtlL3yW2uewwDA,0.3566063940525055,0.001708984375,0.71820068359375,0.16473388671875,0.21703548729419708,0.7464336320465687,14.09912109375,3009.309326171875,0.63525390625,0.5772781671262255,6.725090026855469,0
UC-DQiqiaogkBHFtbXmnBgZg,0.2956992983818054,0.0780029296875,0.6412353515625,0.22479248046875,0.17801283299922943,0.7761273552389706,38.57421875,2958.314453125,0.47467041015625,0.5061329561121324,6.324611663818359,0
UC-DaX5vPe3njV7yJE1K-4Qg,0.1326121687889099,0.0,0.0,0.08050537109375,0.0748901441693306,0.8607761757046568,0.18310546875,1334.5323486328125,0.46173095703125,0.2893008961397059,4.577695846557617,0
UC-DbKjLz9KdqvyNHO-j-S8g,0.3830561637878418,0.02069091796875,0.36212158203125,0.0958251953125,0.215073823928833,0.8177327473958333,0.18310546875,2178.3359375,0.60528564453125,0.309274232153799,6.1410932540893555,0
UC-DvafhnFxPbiQrYzZ6MyMw,0.13976837694644928,0.0909423828125,0.000732421875,0.290771484375,0.14564181864261627,0.7412454044117647,90.2099609375,3311.003662109375,0.564453125,0.35011824065563724,4.881700038909912,0
UC-EBDLFcscVjXaCGMS5Gbvg,0.2310171127319336,0.36541748046875,0.11083984375,0.1785888671875,0.2788255214691162,0.7712421492034314,4.33349609375,3759.2490234375,0.46893310546875,0.72113037109375,6.911694526672363,0
UC-EEKHrSjgacBvNnH6d84bw,0.33271199464797974,0.1287841796875,0.6241455078125,0.15380859375,0.1445181965827942,0.7825889437806373,5.06591796875,2808.418212890625,0.5230712890625,0.8484595205269608,6.192325592041016,0
UC-EEZtJZhCotDadd-g9aQIg,0.08688414841890335,0.72998046875,0.0968017578125,0.17340087890625,0.15323764085769653,0.8745212928921569,1.220703125,2361.6552734375,0.7012939453125,0.8760105507046568,4.726469993591309,0
UC-EOkVCMqe5StP7xp3WR9VQ,0.32276323437690735,0.4825439453125,0.237060546875,0.133056640625,0.3255351781845093,0.917236328125,1.220703125,6382.20068359375,0.48370361328125,0.8526680740655638,4.539848327636719,0
UC-ESmceZe9LJMBCHo0EirXA,0.8418270349502563,0.01531982421875,0.00048828125,0.2816162109375,0.17280958592891693,0.8283734489889706,74.76806640625,8039.19384765625,0.35015869140625,0.7679570216758579,7.520756721496582,0
UC-FGLxc68EzZ_FKfuG1HI_A,0.4939669370651245,0.05108642578125,0.0,0.01702880859375,0.11189009994268417,0.9787095013786765,0.0,2547.81591796875,0.943603515625,0.7658835018382353,0.67351895570755,0
UC-FNROodtmwmAyjkxRmd_8w,0.15168145298957825,0.0013427734375,0.17138671875,0.08184814453125,0.24615493416786194,0.9506883808210784,0.06103515625,3531.304443359375,0.716552734375,0.1560470281862745,2.841524839401245,0
UC-FObXuaooerxvVH8WNqCTg,0.19790662825107574,0.02813720703125,0.16650390625,0.08856201171875,0.16984812915325165,0.9211444929534314,0.244140625,2316.4873046875,0.57989501953125,0.19073845358455882,4.213866233825684,0
UC-FUqVA2K59xH7hn78hhrWQ,0.49822720885276794,0.0430908203125,0.0,0.01434326171875,0.10392335802316666,0.9799249387254902,0.0,2470.041259765625,0.95196533203125,0.7638870538449755,0.5869848728179932,0
UC-Fe_qlldUj0-w5zekiA-Yg,0.38573333621025085,6.103515625e-05,0.3846435546875,0.14923095703125,0.22488176822662354,0.8561049517463235,2.0751953125,2527.030029296875,0.43017578125,0.4797219669117647,6.699070930480957,0
UC-Fja1p1bD0KUKZ89XuYu6g,0.48147979378700256,0.07391357421875,0.4224853515625,0.1444091796875,0.3001866936683655,0.7681372549019607,3.47900390625,5082.03125,0.37054443359375,0.6324788411458333,7.722147464752197,0
UC-FkvrT591O_Sm4AqyoHJvQ,0.08300662040710449,6.103515625e-05,0.1097412109375,0.0413818359375,0.10985348373651505,0.8857230392156863,0.18310546875,1827.1376953125,0.78070068359375,0.6008607153799019,3.3166863918304443,0
UC-G4KreEIkyUCJqOF9GieNQ,0.7785176038742065,0.0,0.0,0.0,0.11509972810745239,0.7602701822916667,0.0,5097.55126953125,0.35040283203125,0.7906197342218138,3.9914450645446777,0
UC-GCYYiJkHy4BIawwayji3A,0.6905312538146973,0.04779052734375,0.0,0.01708984375,0.15835998952388763,0.9724791283700981,0.0,3623.028076171875,0.94378662109375,0.6730617149203432,0.6572158932685852,0
UC-GOVF0MKSx7jD6ImNvi_lg,0.5277631878852844,0.04266357421875,0.0,0.0135498046875,0.11078276485204697,0.9946150237438726,0.0,2433.681396484375,0.9510498046875,0.771694766773897,0.640369713306427,0
UC-GiiZcTWwPP1loeiS8p7ZQ,0.25914788246154785,0.2205810546875,0.07818603515625,0.28607177734375,0.2448049634695053,0.7240890203737744,54.26025390625,4416.3134765625,0.42596435546875,0.6330075731464461,7.676422595977783,0
UC-GkcQXziX1pmEMCgsw1TvA,0.11144086718559265,0.681640625,0.15032958984375,0.05615234375,0.07624831795692444,0.8238721660539216,0.1220703125,3241.501953125,0.6168212890625,0.7946114334405637,4.4151763916015625,0
UC-Gn3nebOjwzglycDitLf9w,0.4758372902870178,0.0,0.0,0.0201416015625,0.15166562795639038,0.998351811427696,0.0,3374.440673828125,0.67864990234375,0.9607847924325981,1.5111781358718872,0
UC-HBcOPLzgGHkag20y86iRQ,0.21211321651935577,0.479248046875,0.003173828125,0.21466064453125,0.2129928171634674,0.7810628255208334,7.26318359375,3266.792236328125,0.691650390625,0.8910333371629902,6.254524230957031,0
UC-HDV0L1Zg_4MMCOVOrFlUg,0.22012153267860413,0.05096435546875,0.0,0.01788330078125,0.047007203102111816,0.9654033586090687,0.0,770.060546875,0.94775390625,0.6303138882506127,0.6661962866783142,0
UC-HOHAIODSjBPx-_8X-N2jA,0.26652616262435913,0.44268798828125,0.16021728515625,0.1502685546875,0.3090900480747223,0.8455777037377451,1.5869140625,9175.6640625,0.463623046875,0.6776024911917892,5.042788982391357,0
UC-HmiNlloBtHoYK-MO5F6rQ,0.3437557816505432,0.1376953125,0.53668212890625,0.12249755859375,0.2107590287923813,0.7444297640931372,0.06103515625,4311.51806640625,0.51556396484375,0.6408602845435049,6.695754051208496,0
UC-I1kVVjYw5ZqVCNkEt8avQ,0.029125019907951355,0.89794921875,0.03387451171875,0.07098388671875,0.0726868137717247,0.9529722924325981,0.18310546875,1913.3135986328125,0.9012451171875,0.9087919347426471,2.5307488441467285,0
UC-I7n-kv1A9e81KpUijX8vw,0.14438310265541077,0.06903076171875,0.1463623046875,0.18438720703125,0.11408666521310806,0.7982278262867647,8.72802734375,3358.630126953125,0.4683837890625,0.36580212162990194,5.596010208129883,0
UC-IIBT5eHCuZ0y4JmgHyQRg,0.03101208060979843,0.83807373046875,0.03082275390625,0.06036376953125,0.11882762610912323,0.9209659352022059,0.06103515625,4744.916015625,0.8516845703125,0.9044407264859069,1.6754932403564453,0
UC-J5lvqoFiM6ifkxl8GGiqg,0.3529045581817627,0.00799560546875,0.2152099609375,0.17083740234375,0.15504133701324463,0.8222804649203431,2.685546875,1993.6734619140625,0.653076171875,0.2451703239889706,5.241483211517334,0
UC-J6FXSvVRx78v4fSe3X-ww,0.40670692920684814,0.0,0.0,0.0,0.33268529176712036,0.999850643382353,0.0,0.438911110162735,0.58642578125,0.010250076593137255,-0.0,0
UC-JDkSgb_T1_Q50cJK3wolQ,0.7233810424804688,0.0,0.1187744140625,0.03497314453125,0.09446943551301956,0.9216605392156862,0.0,2263.8984375,0.48114013671875,0.5709238089767157,4.546234607696533,0
UC-JFMlZnH3o__n_8NU8O2fQ,0.21688711643218994,0.42718505859375,0.20794677734375,0.17852783203125,0.20078244805335999,0.830740176930147,15.07568359375,6170.36083984375,0.43841552734375,0.6099271886488971,5.640150547027588,0
UC-JSHT9kBym9BwLdnf3mCag,0.30075156688690186,0.0428466796875,0.53387451171875,0.18341064453125,0.1625230461359024,0.6151955997242646,5.615234375,5343.34814453125,0.50299072265625,0.5168392405790441,6.54597806930542,0
UC-JSlf2UUju-qO6fpVJX_cg,0.9484466314315796,0.04827880859375,0.0,0.0155029296875,0.214066281914711,0.9939362170649509,0.0,5209.54345703125,0.9466552734375,0.631085085401348,0.4903113543987274,0
UC-JWFafavOHn4sWcmba_Ckg,0.0,0.305908203125,0.0,0.21136474609375,0.0,0.8415666168811274,11.16943359375,5874.95556640625,0.40838623046875,0.5495397231158088,3.8888440132141113,0
UC-JZeA8tvFMZCCjMcAUN8xg,0.5569546818733215,0.13885498046875,0.13055419921875,0.28363037109375,0.3410249948501587,0.7281001072303921,42.6025390625,6416.92431640625,0.39593505859375,0.5793801700367647,7.6090617179870605,0
UC-JhAM1w1bZkDlySonvE5EQ,0.3540218770503998,0.12744140625,0.1370849609375,0.1270751953125,0.19456645846366882,0.7803232230392156,0.54931640625,5196.17822265625,0.45977783203125,0.5498099532781863,6.912211894989014,0
UC-JkSXhERw8q8ahhM4HzY0Q,0.42050856351852417,0.04052734375,0.34271240234375,0.19256591796875,0.28246885538101196,0.764111328125,6.2255859375,3576.5458984375,0.396728515625,0.4885488472732843,7.571864604949951,0
