channel_id,dom,entropy,sat_mean,ed,skin,bright,white,var,sat_std,lines,sym,is_bot,score
UC7SYFdzjv7tWHiPMh4eyT-A,0.3328493731563421,0.6075580265647014,0.2516550696049497,0.17087175188600168,0.8622448979591838,0.7318891723035184,0.020874247703515997,0.09476954658582418,0.19661094715339467,0.03427284856571047,0.7438650832779576,True,1.0
UCAxMaEqDa7S-tN52gCvuogA,0.2911366150442478,0.6075580265647014,0.2516550696049497,0.17087175188600168,0.8622448979591838,0.7318891723035184,0.020874247703515997,0.09476954658582418,0.19661094715339467,0.03427284856571047,0.7438650832779576,True,0.9965364547362654
UC9V1xhmtXhJrjbt_HRWFG9g,0.8522077802359882,0.2518937951986158,0.4167851067779558,0.19882648784576698,0.976883345930965,0.9584974854152626,0.0017738359201773836,0.25913927810604076,0.21040058704096934,0.04719813208805871,0.8383823497888576,True,0.8769386557313736
UCWG2xm1bpKOaD3-7A4LX6rA,0.1211283185840708,0.6659954456578886,0.3060881004028774,0.0,0.6393298059964727,0.5565788259818759,0.018102629078238834,0.16324975772684205,0.28578963832961035,0.0,0.6705984330453794,,0.8654043742301121
UCT8_tlU_J-BLKUSqsLjWSmQ,0.20167311946902655,0.7178375928591813,0.30255540159527694,0.16441743503772005,0.7438429075333838,0.6255471026107818,0.0015362686094393411,0.27790208632741203,0.2871370502944001,0.013342228152101402,0.4841777239501832,,0.8451841770190851
UCS3QKO-RWJ5Gzt1OtZA36pQ,0.17828171091445422,0.6968497633616361,0.2861310281032906,0.2580050293378039,0.7412603930461074,0.7623279886997646,0.1009819448843839,0.15519157551796384,0.3468625551511268,0.08138759172781855,0.6569347388051703,,0.8073329700845019
UCFBgBBGsDcqx_Za48ySiiDQ,0.23640302359882004,0.6880133760636019,0.23188624537747926,0.1361693210393965,0.5258408919123205,0.7005218545296725,0.040940766550522645,0.2501514109134836,0.3949671065038066,0.005670446964643095,0.46407820839853375,,0.785771236060285
UC-hnLZfEc4fx3M8N_FB7zew,0.810287610619469,0.37470659119511507,0.24796867835237796,0.26823134953897737,0.8704333585285967,0.8599027854554501,0.04225530566993982,0.16244900844589186,0.3359273331668476,0.0006671114076050701,0.8886647660285956,False,0.7639516290179728
UC08WS9kt2Siq9Hx_1NDB0XA,0.22013274336283184,0.6788595825698202,0.30204922649707794,0.2502933780385583,0.6979087931468885,0.7305676187304859,0.008679125752296485,0.15366170136187807,0.3126462173891283,0.0016677785190126753,0.7229609225954428,False,0.7353636479639507
UCJ-BcuKhhxGuGtRg1naXyPw,0.09234421091445422,0.7805611868609189,0.30685067367758895,0.22958927074601845,0.5327695893172084,0.6372175093282197,0.028745644599303136,0.29988761021191956,0.38222334756295756,0.0798032021347565,0.43341943366701674,,0.6710764802199594
UCMTm-hAESAiDV9flJzE5sbg,0.0694397726221081,0.6476937885275265,0.5329111759580468,0.05544885518764984,0.6988358635198129,0.5387220328302341,0.00013584175165550915,0.33926184462246195,0.4417101917549021,0.005747390655955134,0.3063428951282545,,0.6610039845222141
UCXwMUL9VZcNLHfTppwA55KA,0.17457134955752207,0.5432369713889684,0.2957500026546045,0.06370494551550714,0.5425170068027212,0.5815728440913649,0.0,0.1183388615877046,0.5011586710745807,0.0007505003335557039,0.9381695997942168,True,0.6333259638626582
UCVTPS6ue1OX-8q4eXo-eANA,0.2052682522123893,0.5651885085720851,0.33278268089664853,0.14145012573344512,0.7325995212899975,0.5537828550620182,3.167564143173899e-05,0.3159265327642465,0.33474610406669597,0.004419613075383589,0.6525637178195538,,0.6317816543318581
UCLYbNUglsV7xevteTP23X9w,0.08764288348082594,0.7111872580075574,0.40862473058815907,0.12829002514668902,0.6047965482489293,0.5708196200166836,0.0006968641114982578,0.27147133108812743,0.4860290844680886,0.006587725150100067,0.6268464234421556,,0.6271688540281681
UC7C9QLCZCkEIsHQg1dG_ChA,0.036734882005899694,0.9114413947447699,0.4414324074845932,0.5621961441743504,0.5830498866213153,0.6071870801875162,0.01824516946468166,0.3218633827391637,0.390624540522231,0.5770513675783856,0.5857864783177209,True,0.6104510958336202
UC0WjPug2fDEHrVOxutZz9xg,0.061485988200589925,0.6415537920113176,0.38019800542173976,0.08650461022632021,0.5692239858906526,0.517649315411273,0.009629394995248654,0.3191270577129665,0.24742801182261254,0.0,0.39820904160682513,False,0.5896282467747351
UCC7TGnaypFV4IBihLSYHgKQ,0.3010693215339233,0.4403055570703752,0.2808406454972843,0.10607711651299247,0.38775510204081637,0.7744387307146406,0.006952803294266709,0.1640682635034127,0.4027324877178854,0.004669779853235491,0.744330507384622,,0.5876342303680613
UCMh2sfONghgCrq0kcRefdZQ,0.4958748156342183,0.7192388922391405,0.1673941859402139,0.3801341156747695,0.38873141849332327,0.761001810267334,0.30354767184035475,0.148150281325676,0.3347452601693365,0.3858405603735824,0.7264378041199546,True,0.5794710407165734
UC-LteiV1aVfjBVIgGku__7w,0.1836283185840708,0.6857998450824806,0.48936388475916515,0.22782900251466892,0.7947845804988662,0.5907413235812088,0.0012036743744060817,0.23721302756216223,0.2953537543078526,0.0,0.7167509806863732,False,0.5755842562748625
UCUvBaMgz1f4aClJp-PVjajQ,0.055955014749262566,0.7952755980552186,0.2546968801745717,0.34723386420787933,0.5717592592592593,0.5988257603694825,0.10167880899588216,0.397709204088334,0.28559502261547554,0.18787525016677786,0.3260345437396841,True,0.5749152205982356
UC-qX3eS3FEJAeMS5O8YvyyA,0.09347345132743357,0.6736685220413322,0.3322438877274401,0.3535624476110646,0.8410808767951626,0.6195909530934589,0.03332277478618942,0.17836658840466696,0.2985339165919115,0.0026684456304202804,0.6185494415982509,False,0.5632432624992803
UC02sPosOUwu_jLQBIAkCPxw,0.03134218289085544,0.6903139488772186,0.22405804564235388,0.2377200335289187,0.466931216931217,0.883004444976709,0.28153310104529616,0.14587818565265734,0.2603238345761237,0.0033355570380253505,0.6775170950247582,False,0.555376459738907
UCI9vhmu94hhfEk3Vm4YGBNg,0.03876290560471973,0.648311076073185,0.4783981103610006,0.19119865884325232,0.7182697152935249,0.5570571338091097,1.5837820715869496e-05,0.3561075203095069,0.3123000896413742,0.05170113408939293,0.5015013075818311,True,0.5539301374985276
UCPguZegbNzBI6x1FNKCvscw,0.1791113569321534,0.796045579423819,0.3512232417395117,0.43528918692372176,0.5977576215671454,0.5775559711437984,0.09583465315172632,0.301283486592492,0.4551266667216282,0.3788358905937292,0.5789409658956937,True,0.5479592755348088
UC4gJnk4Pn89lqPkflCkl9rw,0.1931922935103244,0.7905897401822478,0.34964671181162293,0.43826487845766976,0.6041509196271102,0.576104678093964,0.0945993031358885,0.29924629660324714,0.4550256911568061,0.37816877918612407,0.5832996613148702,True,0.5462153382144344
UC3e87kzOzSYF-R9osMBYbQw,0.16558351769911506,0.7114968812657281,0.34165101263701575,0.25058675607711656,0.5412887377173092,0.6020971181527436,0.008362369337979094,0.23208811051737052,0.4486841270761417,0.04803202134756505,0.6141317978178391,True,0.5382880301425337
UCHBdIt8Mr8wKHbM5E07_egw,0.23757835545722716,0.8110210631704511,0.3902977685089703,0.3605196982397318,0.4897171831695642,0.5480123084547542,0.002929996832435857,0.23550824701910622,0.4070884911420314,0.25717144763175454,0.6552560502454396,,0.5170122364109832
UC-EEKHrSjgacBvNnH6d84bw,0.27986725663716816,0.6875588948652201,0.34064256806558424,0.4224643755238894,0.6441169060216679,0.862851741855927,0.13367120684193856,0.22569940187489757,0.3147883859210137,0.027685123415610406,0.5132333712031896,False,0.5007712791670991
UC01VKTdkVIcrVuVXcOyEt8A,0.45335545722713866,0.3127831308269451,0.47218548154708156,0.148197820620285,0.6642101284958428,0.8412412343701051,0.0005068102629078239,0.4381649758558748,0.5818520392162998,0.0,0.9337741956228163,False,0.49546197987262525
UCBvd_Q8iA7CS_PODSIaKNRQ,0.9524336283185841,0.040825736586212975,0.39316797568162615,0.028499580888516347,1.0,0.39002534666363864,0.030852074754513778,0.09344609904898955,0.1427299508325924,0.0,0.9491232771001692,False,0.48212623681605254
UC-D0Q5IaPrFLsFiILReD2gQ,0.9336283185840708,0.06263025831410983,0.3884587073528638,0.03822296730930428,0.9868354749307131,0.3968492049988402,0.03984795692112765,0.11683448418969478,0.1664230670384922,0.0,0.9736082827806478,False,0.4686275078061461
UC-XczjPLb0GkQKgm_BfxamA,0.9322455752212389,0.06905390187251124,0.38782694200183543,0.04291701592623638,0.9860166288737718,0.39815682314026496,0.04339562876148242,0.12184535744355435,0.1697619956277029,0.0,0.9521339306767271,False,0.46693970448875016
UC-5CQgrzjOD9287BjZY8Z8g,0.28936209439528027,0.6547786442546302,0.23694642495567422,0.18860016764459347,0.4675610985134795,0.5051191108196639,0.06715235983528667,0.15270335091952356,0.3243191354959653,0.0,0.6933023943752545,False,0.4621609830750974
UC83oJntvuphCe2BN-xe1C2Q,0.21091445427728617,0.47523977536430234,0.06595194696014835,0.10930427493713328,0.11829176114890402,0.6327803218561363,0.003611023123218245,0.0619184551479946,0.13775798347999513,0.0,0.9069462605303209,False,0.4510522306268527
UCMDXbxxRnu74d-02lTen2BQ,0.21024612831858402,0.6278871654064838,0.31520822290280454,0.18428331936295056,0.607331821617536,0.46334196478145234,0.04108330693696547,0.3439568582688684,0.4790982203697738,0.021514342895263508,0.6901483891020557,True,0.4493474517442756
UC0HBiJTbVXQp1YdGcJSN5-Q,0.11025073746312686,0.6890703731097918,0.26973136989429547,0.29874266554903606,0.6218190980095742,0.4417697340924919,0.0016471333544504276,0.19536895290278872,0.30599695534815735,0.0036691127418278856,0.403637649782427,False,0.4475608120064652
UC0DlejTnq2XI9U1UZC5M9fg,0.17883480825958697,0.8705647183026631,0.42943890449172506,0.21357921207041075,0.33604182413706224,0.6902889879907007,0.12043078872347165,0.4629945998278424,0.6223501541768018,0.0016677785190126753,0.2479764635270414,False,0.4472846806845202
UC-8UBIO0FsvzK7oAagaEpbg,0.2290744837758112,0.7577975239669474,0.2644841627517862,0.38239731768650465,0.5925925925925927,0.6003439921737642,0.06582198289515363,0.19438746015481623,0.3183472633739393,0.004669779853235491,0.5085453688023838,False,0.4462798296430401
UCEIqhSOEL-70JDiY9CTpHfA,0.1582549778761062,0.7939365092307228,0.5401226683571514,0.1888097233864208,0.33634101788863696,0.6803140790700042,0.005448210326259107,0.288853566869903,0.44809106197796433,0.03635757171447632,0.6845134616621293,True,0.44181239774065917
UC-us2xuIKXYQBGNMdSyPxHA,0.09421091445427732,0.6943240677549719,0.20087791736454286,0.3190276613579212,0.5127236079617032,0.5866271460260409,0.06221095977193538,0.3134151560499696,0.23612592169009014,0.0033355570380253505,0.41844119097125465,False,0.43730042181784845
UC-0dWXQ8Bxgq-TNlh0e5xUg,0.38394174041297935,0.5679270966413182,0.29988901922556094,0.19044425817267394,0.5828294280675234,0.39705172515775033,0.0,0.04252143101108978,0.3628661597613251,0.0006671114076050701,0.8242727915800305,False,0.42471984588638667
UCY7T4eBZjtFP6FxgBY_VAvQ,0.18010232300884954,0.6982689582035074,0.22918311046657452,0.2036462699077955,0.38449546485260777,0.595878325304334,0.1543078872347165,0.39692968412037966,0.35540980726877364,0.04369579719813209,0.5309535165376948,True,0.4235201264421969
UCNzaqTe9Sdc2UNQn-f9UPFA,0.1794339970501475,0.6982689582035074,0.22918311046657452,0.2036462699077955,0.38449546485260777,0.595878325304334,0.1543078872347165,0.39692968412037966,0.35540980726877364,0.04369579719813209,0.5309535165376948,True,0.4234778421668919
UC4WTL3oiHBrOdwLX_nk7C6w,0.18501106194690264,0.6293896429749458,0.3073862935265121,0.21005867560771166,0.5928760393046107,0.4529438812258214,0.03930947101678809,0.3437618311236012,0.48078435975162676,0.03302201467645097,0.6507245289490042,True,0.4220806697819738
