channel_id,sym,sat_std,sat_mean,lines,ed,white,var,dom,bright,entropy,skin,is_bot,bot_likeness
UC-887BC5VJMqLzisnelQsKw,0.36001586246811423,0.8172505862976904,0.9911374475547797,1.0,1.0,0.35464048146974975,0.9652745731063767,0.23091814159292035,0.5642009593905701,0.6970190819628039,0.0,False,0.6345870121675459
UC0BWvNllc3BGrI7rO5GhwPw,0.587519024243853,1.0,1.0,0.0023348899266177454,0.19849119865884327,0.8333861260690529,0.7046051363479114,0.6989306784660767,0.16478666132130282,0.8753526544317476,0.0,False,0.5514005790423095
UC0GlwrYuJArxBhgmUUoodgA,0.2965970718741291,0.9658733953048277,0.9995035108350313,0.7975316877918612,0.9859178541492037,0.0788723471650301,0.2832435933778984,0.522584808259587,0.5031340724832306,0.6304330331166641,0.0,False,0.551244670396133
UC-8-TByLKxluIYSZ583X_9A,0.7431116160425286,1.0,1.0,0.2801867911941294,0.7384744341994971,0.31865695280329426,0.5950725940478185,0.09338126843657812,0.48888001240435974,0.5890932189435641,0.0,False,0.5315324443701609
UC-4z9CR6F4_62-ntCRHHO9Q,0.5720895586375425,0.7571710178122714,0.9804766542183008,0.005670446964643095,0.3792120704107293,0.3217611656636047,0.9999999999999999,0.3989675516224188,0.6294526138123129,0.7640559058465745,0.0,False,0.5280779077262179
UC4ZolGTE3tmMujE4UhD_z0A,0.3318074639343207,1.0,1.0,0.0030020013342228155,0.33009220452640403,0.08330693696547355,0.4177988836128225,0.7880715339233038,0.8826587975901075,0.8669364663451484,0.0,False,0.5185158443847094
UC-794sIf7-XW9WNaKDCvQqg,0.19085657327817174,1.0,1.0,0.0010006671114076052,0.15758591785414922,0.20012670256572695,0.7954180942496736,0.6771755162241888,0.7938342348157955,0.8821567684819619,0.0,False,0.5180140431437341
UC0RCILbbOB7Bacz-MLpfgFQ,0.05156159567854912,1.0,1.0,0.0,0.10276613579212071,0.751092809629395,0.9997680864328915,0.579646017699115,0.2572733824980228,0.8806370175571424,0.0,False,0.511158640480658
UC85hB0Swm_6-EnpwlZb4Myg,0.7452541210263446,1.0,1.0,0.03602401601067378,0.5917854149203688,0.29198606271777006,0.49578643264037087,0.3007005899705014,0.5183829641600173,0.6287460946331086,0.0,False,0.5098786996435597
UC-u5bGAF5u0rlKBv-e3C8ow,0.5857720091745084,1.0,1.0,0.11474316210807205,0.7151718357082985,0.3571745327842889,0.5234958658954108,0.23746312684365778,0.4491064649935873,0.5863906600513462,0.0,False,0.5063016052326518
UC-UHFabUS3tWNXCZoZjBUKw,0.5586804141390322,1.0,1.0,0.05170113408939293,0.5743503772003353,0.6610706366803928,0.38960643443603327,0.45676622418879054,0.22780815985850855,0.6427624239773776,0.0,False,0.5057041640518057
UC-8fI1a6F747LDJPOE8Bc-A,0.4117135752716985,0.6650558721721405,0.9718616102665943,0.0,0.2598491198658843,0.8480202724105164,0.6308054911482005,0.7300884955752212,0.13800969906039895,0.8604398974558265,0.0022675736961451248,False,0.5016465097202387
UC-ZesGDeKjn_qtoaY_pX1tA,0.29026387430065803,0.8944265821306552,0.9954948387166067,0.0,0.13260687342833194,0.9229648400380107,0.4198390951493884,0.8270648967551621,0.08336455113427099,0.9143656879402059,0.0,False,0.49821738541757193
UC0RdZrh42VSccCrNdBTl6Iw,0.08180424856916257,1.0,1.0,0.0010006671114076052,0.10712489522212909,0.11327209375989863,0.5165066345330995,0.8022676991150441,0.8769118012537264,0.9113733800768447,0.0,False,0.49184194724011937
UC4eHH4atMvc-_h4eFrPA8NQ,0.23791344236993828,0.9455204978773709,0.9989861916305112,0.016344229486324215,0.4286672254819782,0.9162496040544821,0.1437732757245906,0.7686209439528022,0.05213871754596189,0.8498672532636716,0.0,False,0.48709830739887555
UC-9vFhnqTkc7-mh9Np2tZVA,0.44644166255814444,1.0,1.0,0.0010006671114076052,0.28298407376362117,0.21558441558441557,0.7266931966369629,0.271570796460177,0.6720728838894969,0.7227038348704193,0.0,False,0.485368320988604
UC--ZmkbP5Ok9sVcYN2EzKFw,0.5697884289725836,1.0,1.0,0.0013342228152101402,0.27694886839899413,0.5323408299018055,0.6619055713879403,0.3013458702064896,0.3769623095866276,0.6179205049696969,0.0,False,0.4853224187490316
UC0UVGCH43AdrWalTxqzx_jw,0.7497899294763242,0.47525650747105574,0.8513514865968105,0.0,0.15490360435875944,0.6912258473234083,0.803630973795258,0.5212942477876106,0.2392524961461533,0.6950743799990152,0.09019904257999498,False,0.47927077413949
UCBuIMiuMy0X_L6PFwmr7sEQ,0.14397869284688447,1.0,1.0,0.0,0.15238893545683152,0.9830852074754514,0.11765752228724696,0.9174963126843658,0.020134690510494324,0.9258606499441164,0.0,False,0.47823654647321745
UC-DvafhnFxPbiQrYzZ6MyMw,0.5793316327624274,0.6827641494485098,0.8569000828846849,0.4929953302201468,0.7986588432523052,0.0943934114665822,0.26608983758673016,0.34236725663716816,0.643942785134144,0.45796514832320045,0.0007558578987150416,False,0.47419675778314674
UC-tcsS45FHKsezq1GTEGEpQ,0.20529999356926965,0.7045900291449689,0.9760822578320291,0.0016677785190126753,0.16160938809723388,0.10224897054165347,0.47001232006489496,0.7983038348082596,0.8819918441821581,0.8901741339628865,0.015998992189468382,False,0.47345268571925775
